%time;field.yaw_measurement;field.distance_wall
1.63179E+18;-5.33457E+11;3.98685E+11
1.63179E+18;-5.33457E+11;3.98348E+11
1.63179E+18;-5.33457E+11;3.97907E+11
1.63179E+18;-5.33457E+11;3.97541E+11
1.63179E+18;-5.33457E+11;3.97121E+11
1.63179E+18;-5.33457E+11;3.96765E+11
1.63179E+18;-5.4254E+11;3.96361E+11
1.63179E+18;-5.4254E+11;3.96185E+11
1.63179E+18;-5.4254E+11;3.96067E+11
1.63179E+18;-5.4254E+11;3.95897E+11
1.63179E+18;-5.4254E+11;3.95727E+11
1.63179E+18;-5.4254E+11;39552116394
1.63179E+18;-5.4254E+11;3.95117E+11
1.63179E+18;-5.4254E+11;3.94814E+11
1.63179E+18;-5.4254E+11;39443116188
1.63179E+18;-5.4254E+11;3.94097E+11
1.63179E+18;-5.4254E+11;3.93788E+11
1.63179E+18;-5.4254E+11;3.93343E+11
1.63179E+18;-5.4254E+11;3.93034E+11
1.63179E+18;-5.4254E+11;3.92749E+11
1.63179E+18;-5.4254E+11;3.92517E+11
1.63179E+18;-5.4254E+11;3.9233E+11
1.63179E+18;-5.33144E+11;3.89259E+11
1.63179E+18;-5.33144E+11;3.89091E+11
1.63179E+18;-5.33144E+11;38894162178
1.63179E+18;-5.33144E+11;3.88827E+11
1.63179E+18;-5.33144E+11;38872730732
1.63179E+18;-5.33144E+11;38846206665
1.63179E+18;-5.33144E+11;3.88299E+11
1.63179E+18;-5.33144E+11;3.8805E+11
1.63179E+18;-5.33144E+11;3.87836E+11
1.63179E+18;-5.33144E+11;3.87623E+11
1.63179E+18;-5.33144E+11;3.87266E+11
1.63179E+18;-5.33144E+11;3.87002E+11
1.63179E+18;-5.33144E+11;3.8663E+11
1.63179E+18;-5.33144E+11;3.86326E+11
1.63179E+18;-5.33144E+11;3.86048E+11
1.63179E+18;-5.33144E+11;3.85685E+11
1.63179E+18;-5.33144E+11;3.85419E+11
1.63179E+18;-53764462471;38117711544
1.63179E+18;-53764462471;3.80944E+11
1.63179E+18;-53764462471;38075299263
1.63179E+18;-53764462471;38049519062
1.63179E+18;-53764462471;3.80335E+11
1.63179E+18;-53764462471;3.80141E+11
1.63179E+18;-53764462471;3.80003E+11
1.63179E+18;-53764462471;3.7989E+11
1.63179E+18;-53764462471;3.79701E+11
1.63179E+18;-53764462471;3.79577E+11
1.63179E+18;-53764462471;3.79374E+11
1.63179E+18;-53764462471;3.79219E+11
1.63179E+18;-53764462471;3.79079E+11
1.63179E+18;-53764462471;3.7876E+11
1.63179E+18;-53764462471;3.78565E+11
1.63179E+18;-53764462471;3.78285E+11
1.63179E+18;-52516245842;3.74114E+11
1.63179E+18;-52516245842;3.73922E+11
1.63179E+18;-52516245842;3.736E+11
1.63179E+18;-52516245842;3.73405E+11
1.63179E+18;-52516245842;3.73144E+11
1.63179E+18;-52516245842;3.7297E+11
1.63179E+18;-52516245842;3.72833E+11
1.63179E+18;-52516245842;37260248661
1.63179E+18;-52516245842;3.72478E+11
1.63179E+18;-52516245842;3.723E+11
1.63179E+18;-52516245842;3.72184E+11
1.63179E+18;-52516245842;3.72089E+11
1.63179E+18;-52516245842;3.71844E+11
1.63179E+18;-52516245842;3.71715E+11
1.63179E+18;-52516245842;3.71493E+11
1.63179E+18;-52516245842;3.71324E+11
1.63179E+18;-5.37053E+11;3.67106E+11
1.63179E+18;-5.37053E+11;3.66823E+11
1.63179E+18;-5.37053E+11;3.66658E+11
1.63179E+18;-5.37053E+11;3.66369E+11
